item,title,description,img_url,product_url,latitude,longitude,price,delivery,dates,extended_attributes,seller_names,new_row
m2156938225,Analoge Camera,"Flits werkt niet, verder werkt alles prima",https://images.marktplaats.com/api/v1/listing-mp-p/images/8c/8ccf85d7-4f35-4777-b141-cb515fdf3a3b?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2156938225,51.889236642679,4.5700562017975,15.0,Ophalen of Verzenden,11 sep 24,Ophalen of Verzenden,Kim B.V,False
m2159313567,Vintage fototoestel,Nog leuke vintage fotocamera van voigtlander 2.8 / 50 Inclusief bescherm tas,https://images.marktplaats.com/api/v1/listing-mp-p/images/44/441555cc-642b-4648-a5e9-d38a65b1ff1c?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2159313567,51.736512184362,4.895951771872,35.0,Ophalen of Verzenden,17 sep 24,Ophalen of Verzenden,v Leijsen,False
m2151454510,Praktica PLC 3 camera,Praktica plc 3 camera. Analoge camera. Lens: pentacon electric 1.8/50 Inclusief originele cameratas en praktica draagriem. Lensslu,https://images.marktplaats.com/api/v1/listing-mp-p/images/fb/fbd5f52c-3c4b-4164-bc3a-9c963cb03c8b?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2151454510,51.866309001717,4.6718437375486,30.0,Ophalen of Verzenden,27 aug 24,Ophalen of Verzenden,F.V.,False
m2152143286,Camera Analoog Hanimex Electronic 35if Made in Japan,"Ja, nog te koop, geen minimaal . . . 35Mm film, compact camera. Built-in flash, c 1980's vintage fotocamera in prima staat. Bi",https://images.marktplaats.com/api/v1/listing-mp-p/images/7c/7c294c29-66d6-4314-b29e-bf750956b13b?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2152143286,52.296025142254,4.8565443148173,0.0,Ophalen of Verzenden,29 aug 24,Ophalen of Verzenden,Jan & Ann Antiek & Old,False
m2169407971,"Foto koffers met kamera en lenzen. Flitsers, macro  balg","Div foto koffers met camera pentax me, winder, lenzen, voorzetlenzen balg apparaat met toebehoord. Metz flitser zonder accu, div f",https://images.marktplaats.com/api/v1/listing-mp-p/images/bc/bcf85ef7-2e97-4548-a2fe-d39caec22004?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2169407971,52.042466175403,5.1788449081851,175.0,Ophalen,2 okt 24,Ophalen,Wout v Hamersveld,False
m2172403659,PALLAS TM Spiegelreflex camera (analoog),"Ter overname aangeboden: een vintage pallas tm spiegelreflex camera met diverse toebehoren, zie de foto's. De camera ziet er n",https://images.marktplaats.com/api/v1/listing-mp-p/images/2c/2c1df40a-f0a5-41ce-8766-0de4c50e736d?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2172403659,53.215289678918,5.8446350889938,100.0,Ophalen,6 okt 24,Ophalen,Klaas v/d Heide,False
m2150363890,Canon EOS 1000 analoge  camera,Canon eos 100 analoge camera. Spiegelreflex bat. Aanwezig maar moet vernieuwd worden.  Canon zoomlens  35-80 mm. Geen rolletje aan,https://images.marktplaats.com/api/v1/listing-mp-p/images/d1/d17d43e1-e4f2-4bee-b53c-afd9fe3c970e?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2150363890,51.866309001717,4.6718437375486,10.0,Ophalen of Verzenden,24 aug 24,Ophalen of Verzenden,F.V.,False
m2172880849,Planeet waves tuner (chrome) CT 04 STROBO,"Werkelijk zo goed als nieuw, bekijk eventueel ook mijn andere advertensies",https://images.marktplaats.com/api/v1/listing-mp-p/images/44/44bcbb29-8b00-412f-9ed4-d6c87d6a9c37?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2172880849,51.799580010859,4.7352530056957,60.0,Ophalen of Verzenden,6 okt 24,Ophalen of Verzenden,Maarten v/d End,False
m2158778071,Yashica MF-1,"Productdetails: type: yashica mf-1 conditie: gebruikt, maar in uitstekende staat bouwjaar: 1979 lens: 31mm f/8, , ideaal voor stra",https://images.marktplaats.com/api/v1/listing-mp-p/images/b0/b01ae49c-d679-4da7-8e18-a308a64a6e47?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2158778071,51.817598714141,5.8850641733566,0.0,Ophalen of Verzenden,16 sep 24,Ophalen of Verzenden,E&V,False
m2152142064,Kodak advantix 2000 auto,Kodak advantix 2000 auto,https://images.marktplaats.com/api/v1/listing-mp-p/images/3f/3fbb6657-8396-490f-8c87-c4a7010935fc?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2152142064,52.200639845914,6.8646412403882,0.0,Ophalen of Verzenden,29 aug 24,Ophalen of Verzenden,A v T,False
m2164550169,Canon QL 17 werkt goed,Bij deze biedt ik mijn canon ql 17 aan. De camera werkt volledig naar toebehoren en verkeerd ook visueel in goede staat. De camera,https://images.marktplaats.com/api/v1/listing-mp-p/images/e8/e8e46572-ef4a-4b46-93c3-e52d765cd276?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2164550169,51.825382850947,4.6921149564524,80.0,Ophalen of Verzenden,28 sep 24,Ophalen of Verzenden,Ruben de V,False
m2136524788,EDIXA fotocamera type V-20 II ZOOM met AGFA COLOR 36 exempl.,"Edixa fotocamera type v-20 ii zoom. Camera met bijbehorende nieuwe tas, en met div. Handleidingen in de doos van toen begin jaren ",https://images.marktplaats.com/api/v1/listing-mp-p/images/25/25fb6177-ae1f-475a-aff0-98091c62c3c2?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2136524788,51.878302736237,5.2958410705766,0.0,Ophalen of Verzenden,14 jul 24,Ophalen of Verzenden,Jan,False
m2174080437,PM90 Prisma Hasselblad,Hasselblad pm90 prisma in praktisch nieuwstaat verkerend pm90 prisma voor hasselblad dit prisma toont het zoekerbeeld onder een ho,https://images.marktplaats.com/api/v1/listing-mp-p/images/2e/2e35eec8-fd4a-4b8a-9b68-775b865ee177?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2174080437,52.857553661087,6.3144974802584,395.0,Ophalen,8 okt 24,Ophalen,Lydia F,False
m2142029922,Pentax Zoom-70,"Analoog voor filmrolletje tele lens 35-70 mm af macro, flitser. Timer batterij lithium 6 v. Moet vervangen. Met originele hoes",https://images.marktplaats.com/api/v1/listing-mp-p/images/f6/f66b384e-d8cc-4a2d-9d6b-04e5d42f3298?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2142029922,53.241939707988,6.5886365930545,0.0,Ophalen of Verzenden,31 jul 24,Ophalen of Verzenden,B.,False
m2161558831,Nieuw Polaroid Go,Nieuw polaroid go camera analog,https://images.marktplaats.com/api/v1/listing-mp-p/images/96/96023418-971c-4d43-b056-ac886f38eb49?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2161558831,52.21817382847,4.4349742189552,60.0,Ophalen of Verzenden,27 sep 24,Ophalen of Verzenden,V.D.Paul,False
m2150745372,Leica V-Lux 20 camera gebruiksaanwijzing,Deze beschrijving van de leica v luk 20 is uit 2010  hij heeft 22 bladzijden het gewicht is 149 gram  en de af meting is 30 bij 21,https://images.marktplaats.com/api/v1/listing-mp-p/images/dc/dc5973b1-c6e5-499b-aed8-5c6606b269f7?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2150745372,52.678292465632,4.8498024643326,0.0,Ophalen of Verzenden,25 aug 24,Ophalen of Verzenden,Henk,False
m2156621643,Yashica MD 405094169,"Minister - d yashinon 1: 2.8 F = 4,5 cm incl koffer flitser affa isi vivitar zoom thyristor 285 vari power  hama vivitar zij stand",https://images.marktplaats.com/api/v1/listing-mp-p/images/2b/2b3cae80-ce84-4eef-8f5c-f5ae1ce69b23?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2156621643,52.293782754922,4.9193688098152,225.0,Ophalen of Verzenden,10 sep 24,Ophalen of Verzenden,HAN60,False
m2172373441,Camera Polaroid EE66 Instant,==================== zie foto's vraagprijs 25 euro =============== verzendkosten voor koper,https://images.marktplaats.com/api/v1/listing-mp-p/images/7a/7a504d57-617b-4cd2-b3c6-294adae6605a?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2172373441,51.500741938715,3.6808716690466,25.0,Ophalen of Verzenden,6 okt 24,Ophalen of Verzenden,Wim v.d.Voorde,False
m2149409003,"Konica C35 EF, met 38mm  f/2.8 lens (plus originele tas)","Wegens uitdunning van mij verzameling te koop: een konica c35 ef analoge fotocamera, met originele paraattas en draagband. De came",https://images.marktplaats.com/api/v1/listing-mp-p/images/9e/9e554767-dc92-4427-ad47-e5a5d5b1f2db?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2149409003,51.813137300344,5.801363653713,0.0,Ophalen of Verzenden,21 aug 24,Ophalen of Verzenden,Léon,False
m2146280114,KONICA C35 V point en shoot camera,Konica c35 v pocket camera werkende camera. Niet getest met film! Voor details zie foto’s! Neem ook eens een kijkje bij mijn ander,https://images.marktplaats.com/api/v1/listing-mp-p/images/c0/c08dfa50-e67d-4e2d-b69d-a93acdc36ad9?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2146280114,52.032047905193,6.0833059907176,35.0,Ophalen of Verzenden,12 aug 24,Ophalen of Verzenden,Dejavu,False
m2136285467,Minolta AF zoom 65,Minolta af zoom 65 camera inclusief beschermtas en gebruiksaanwijzingboekje.  Niet vragen naar minimum prijs s.v.p. Die staat aang,https://images.marktplaats.com/api/v1/listing-mp-p/images/62/627c65c2-46c6-4b1e-8081-0678a32b1333?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2136285467,52.203262332401,5.3841073759657,0.0,Ophalen of Verzenden,13 jul 24,Ophalen of Verzenden,Bart,False
m2164939205,Minolta  AF-SP analoog camera,Moeten nieuwe batterijen in en klep achter is afgebroken,https://images.marktplaats.com/api/v1/listing-mp-p/images/a3/a337d7c0-a122-41b3-9274-353be06b80c6?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2164939205,52.137278158523,5.0555227919637,10.0,Ophalen of Verzenden,26 sep 24,Ophalen of Verzenden,Miranda v eyk,False
m2155040210,Canon EOS 1Ds Mark II with new battery,Canon eos 1ds mark ii with new battery from jupio.,https://images.marktplaats.com/api/v1/listing-mp-p/images/1e/1e06c4a1-e25b-4767-a9c1-4fb2d68d7cc8?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2155040210,52.074251168328,4.3135699066185,0.0,Ophalen,9 sep 24,Ophalen,V. Peixoto,False
m2150295886,Ilford Sportsman auto RF camera,Ilford sportsman auto rf camera. Lens 1:2.8 / 45 Mm. Steinhell. Inclusief oude originele cameratas,https://images.marktplaats.com/api/v1/listing-mp-p/images/8a/8ad5c202-1f6f-4c13-8131-a64635678bda?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2150295886,51.866309001717,4.6718437375486,15.0,Ophalen of Verzenden,24 aug 24,Ophalen of Verzenden,F.V.,False
m2155281480,Sperber verrekijker.,Een goed werkende verrekijker van sperber,https://images.marktplaats.com/api/v1/listing-mp-p/images/40/406d0053-42cf-4ee5-9206-39d93e9319d0?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2155281480,51.817292100054,4.6710829235997,30.0,Ophalen of Verzenden,7 sep 24,Ophalen of Verzenden,F.V guitar,False
m2173119597,Hasselblad Prisma,Hasselblad hensoldt wetzlar prisma zoeker  aangeboden: te gebruiken in combinatie voor de hasselblad 500 / 501 series. Hoek: 90 gr,https://images.marktplaats.com/api/v1/listing-mp-p/images/bf/bf757eb3-0a1c-4499-951b-76e963fc4700?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2173119597,52.358739913147,4.9267915511365,180.0,Verzenden,7 okt 24,Verzenden,Vincent Kuyvenhoven,False
m2149519490,"Olympus LT-1 Quartz Date Point & Shoot f3,5 Lens Autofocus","Zeldzame camera, maak super foto's. Mu ook te verzenden. Bied v.a. €160 exc verzending x risico koper. Op foto's paar",https://images.marktplaats.com/api/v1/listing-mp-p/images/d0/d081a1d4-ec06-41aa-ba75-9b657bcc4a5e?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2149519490,52.296025142254,4.8565443148173,0.0,Ophalen of Verzenden,22 aug 24,Ophalen of Verzenden,Jan & Ann Antiek & Old,False
m2161465793,"Dokterstas SCHAAL 1op12, poppenhuis UNICUM.","Dokterstas schaal 1op12, poppenhuis unicum. Gemaakt uit zeer dun, gesplitst leer door wim van soest. Leverbaar in lichtbruin en zw",https://images.marktplaats.com/api/v1/listing-mp-p/images/d6/d6f380f8-0ae8-49ee-a554-578547ca6dc6?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2161465793,51.854134016842,4.5331775807968,22.5,Ophalen of Verzenden,21 sep 24,Ophalen of Verzenden,Wim,False
m2136326340,camera minolta fs-35,Te koop  weinig gebruikte minolta fs-35. Met rolletje met tasje,https://images.marktplaats.com/api/v1/listing-mp-p/images/24/2400132d-1918-4979-93d1-649307ad2968?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2136326340,53.28386847979,6.3265259921978,150.0,Verzenden,16 jul 24,Verzenden,C.v.h.Goed.,False
m2158382039,Canon fd 55mm f1.2 aspherical lens,"Geweldige lens, niet beter te vinden 50mm van canon. Canon fd 55 mm f/1.2 Aspherical ssc. Met adapters op elke mirrorless te gebru",https://images.marktplaats.com/api/v1/listing-mp-p/images/94/940816cd-d64a-47dd-8367-bf0b282d0db7?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2158382039,52.378391077718,4.6619231440201,1100.0,Ophalen of Verzenden,15 sep 24,Ophalen of Verzenden,Alesander,False
m2144216831,Olympus om10 analoge spiegelreflex camera set,Deze analoge olympus om10 camera wordt geleverd in een goed gevulde koffer met als inhoud: - 50mm 1.8F lens van olympus - 70-150mm,https://images.marktplaats.com/api/v1/listing-mp-p/images/b2/b20379a3-05ae-429b-913e-85e23f29756b?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2144216831,51.848860625665,4.3135536115666,175.0,Ophalen of Verzenden,6 aug 24,Ophalen of Verzenden,Indra v. M,False
m2154325600,Kodak adventix 2000 auto,In prima staat,https://images.marktplaats.com/api/v1/listing-mp-p/images/cb/cb66468b-8076-44f9-9abd-054f528fbe0b?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2154325600,51.457981564073,5.6107659288518,10.0,Ophalen of Verzenden,4 sep 24,Ophalen of Verzenden,B.v.d.Putten,False
m2148402230,Mooie Edixa V-30II Zoom Met tasje. Nieuwstaat.,Mooie edixa v-30ii zoom met tasje. Nieuwstaat.        3223,https://images.marktplaats.com/api/v1/listing-mp-p/images/49/49c30c80-c01d-4166-a04b-7e53e46507e7?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2148402230,51.964715192213,4.5751809612518,35.0,Ophalen of Verzenden,18 aug 24,Ophalen of Verzenden,H. Meelker,False
m2142026971,Canon Prima Super 155 compact camera,"Zoom lens 37-155 mm ( groothoek, tele) flitster, timer, voorkeurkeuze instellingen 3 v batterij moet vervangen. Mooie vintage comp",https://images.marktplaats.com/api/v1/listing-mp-p/images/fa/fae5ea77-811d-408c-b3d3-61ab2e2eb864?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2142026971,53.241939707988,6.5886365930545,40.0,Ophalen of Verzenden,31 jul 24,Ophalen of Verzenden,B.,False
m2149834068,TDK E-HG45 VHSC Cassettes,Tdk e-hg45 hi-fi extra high grade vhsc cassettes. 3 Stuks nieuw in de verpakking. Prijs (u bod) is voor de 3 cassettes. Zichtbare ,https://images.marktplaats.com/api/v1/listing-mp-p/images/93/930e1e48-296a-4d98-be26-f87e8cf71c81?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2149834068,52.521765395359,4.9721226642691,17.5,Ophalen of Verzenden,23 aug 24,Ophalen of Verzenden,V.,False
m2147662161,Vintage kleinbeeld camera set uit de DDR,De set bestaat uit vele onderdelen: pentor super tl met p schroefdraad in handige draagtas met vele vakken. Auto chinon lens 1:2.8,https://images.marktplaats.com/api/v1/listing-mp-p/images/80/8009a1da-f062-4d44-a33b-d0e6ff73106d?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2147662161,52.061893667781,4.524912439476,300.0,Ophalen,16 aug 24,Ophalen,Pelgrimshoeve,False
m2136188283,"yashica Lynx 14e , lichtmeter werkt!","Yashica lynx 14e, de enige fixed lens rangefinder met een prachtige, scherpe en lichtsterke yashinon dx 45mm f1.4 Lens. Zie recens",https://images.marktplaats.com/api/v1/listing-mp-p/images/25/25acc128-589a-41ee-9170-24d6051e5302?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2136188283,52.363357512282,4.8697065885665,125.0,Ophalen of Verzenden,13 jul 24,Ophalen of Verzenden,CQ,False
m2172061869,Canon 3000V Rebel analoge spiegelreflexcamera met toebehoren,Canon 3000v rebel analoge spiegelreflexcamera met toebehoren en een sigma flitser. Canon 3000 v body inclusief beschermkap canon z,https://images.marktplaats.com/api/v1/listing-mp-p/images/65/6567aa1e-098c-4cac-a8df-d0d8b5d3cc4c?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2172061869,51.547455004013,5.6832769985955,250.0,Ophalen of Verzenden,5 okt 24,Ophalen of Verzenden,Hannie,False
m2178270193,Olympus trip af-50,Hi all! I’m selling my disposable camera (olympus trip af-50) in very good condition. There are a few scratches on the body of the,https://images.marktplaats.com/api/v1/listing-mp-p/images/3c/3cd08fd6-48e7-4cee-a661-75bc47619e5e?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2178270193,52.373732507398,4.8280274599947,50.0,Ophalen of Verzenden,Eergisteren,Ophalen of Verzenden,Vlucas,False
m2167764163,Kodak Retina IIIc (type 021-1),"Kodak retina iiic (nr 021-1), midden jaren '50 gebouwd in stuttgart. De camera is uitgerust met een schone en heldere schneide",https://images.marktplaats.com/api/v1/listing-mp-p/images/e0/e0022068-7869-41b7-bcce-1b45dea3f427?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2167764163,51.35960747504,5.3305418532014,0.0,Ophalen of Verzenden,30 sep 24,Ophalen of Verzenden,E. Boer,False
m2167652887,Nikon F2A with Nikkor 50mm f:1.8,"Selling nikon f2a with nikkor 50mm f:1.8 And photomic finder dp11. Tested, no light leaks, working light meter if interested i can",https://images.marktplaats.com/api/v1/listing-mp-p/images/4e/4ee2b8fe-284d-44c7-b0d3-c1a65af5238b?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2167652887,52.356855859516,4.9465692518828,340.0,Ophalen of Verzenden,30 sep 24,Ophalen of Verzenden,Federico Pontarollo,False
m2145284610,"MAMIYA 645 Super camera, complete set + tas","Zelden gebruikt, sowieso niet meer sinds opkomst digitale foto’s. Lens: 80mm. Verkoop i.v.m. Gezondheid. Zie foto's. Zie ook a",https://images.marktplaats.com/api/v1/listing-mp-p/images/7d/7d19b6e2-80df-443c-b983-135fda241776?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2145284610,52.519771120967,6.6104783442015,749.0,Verzenden,9 aug 24,Verzenden,Karin,False
m2158162730,Nikon F-601 AF met 35-70mm en flitser,In nette staat. Alles werkt behalve de ingebouwde flits v.d. Camera. Luxon flitser is de af-n(ikon) uitvoering; dus automatisch fl,https://images.marktplaats.com/api/v1/listing-mp-p/images/6b/6b72b2db-ae3a-4577-ba39-30cdb45c9b29?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2158162730,52.41949432846,4.8949522203341,45.0,Ophalen of Verzenden,14 sep 24,Ophalen of Verzenden,ton,False
m2161401039,Minolta XG1 spiegelreflexcamera incl MD Tele Rokkor 200mm,"Met zoomlens, tele converter en flitser. Toestel zelf en flitser zijn in gebruikte staat, zoomlens (md tele rokkor 200mm 1:4) nog ",https://images.marktplaats.com/api/v1/listing-mp-p/images/99/9964bd7b-0ffd-4b46-8ee7-f7ccdbc70096?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2161401039,52.14548542304,5.054862779393,50.0,Ophalen of Verzenden,21 sep 24,Ophalen of Verzenden,V. Verduijn,False
m2162811661,"Minolta af-sv talker ,sprekende camera , alles werkt","Minolta af-sv in hele mooie staat ,film transport - rewind-flitser-autofocus-spreekmodus- sluiter -alles werkt goed",https://images.marktplaats.com/api/v1/listing-mp-p/images/f1/f17341ae-71b2-469b-a648-3ca21f0c73bb?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2162811661,52.175352831465,4.7121995514429,35.0,Ophalen of Verzenden,23 sep 24,Ophalen of Verzenden,a v t riet,False
m2149401898,Agfamatic 200 300 litematic 303 ricohlite v,3 camera's en 1 flitser. Werkend weggezet. Kosten en risico verzenden voor koper.,https://images.marktplaats.com/api/v1/listing-mp-p/images/91/910053cf-f0a2-4006-8557-13fef022a0ed?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2149401898,51.028993258706,5.8130046635509,19.95,Ophalen of Verzenden,21 aug 24,Ophalen of Verzenden,ruud,False
m2143308235,FUJIFILM INSTAX SQ1 CHALK WHITE EX D,Fujifilm instax sq1 chalk white ex d gaat weg i.v.m. Dat ik ook de kleine polaroid camera heb en deze minder snel gebruik. Inclusi,https://images.marktplaats.com/api/v1/listing-mp-p/images/b1/b1a0ad68-c1ab-493e-b11f-8769a5ff2d7e?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2143308235,52.350166591568,4.9768041142997,80.0,Ophalen of Verzenden,4 aug 24,Ophalen of Verzenden,leukespulletjes,False
m2181927423,"Olympus LT-1 Quartz Date Point & Shoot f3,5 Lens Autofocus","Zeldzame camera, maak super foto's. Mu ook te verzenden. Bied v.a. €160 exc verzending x risico koper. Op foto's paar",https://images.marktplaats.com/api/v1/listing-mp-p/images/dd/dddef42b-7594-4ade-81cc-8764a26b41cc?rule=ecg_mp_eps$_82.jpg,https://link.marktplaats.nl/m2181927423,52.296025142254,4.8565443148173,0.01,Ophalen,Vandaag,Ophalen,Jan & Ann Antiek & Old,False
